Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames,days_since_start,week,team_size,score_per_submission,log_submissions,score_z
65,3521417,padfoot,2019-09-24 18:23:39,0.93311,6,ppadfoot,126.76642361111111,39,1,0.15551833333333334,1.9459101490553132,0.5880365114234082
66,3661602,浦江一号,2019-10-03 18:32:12,0.933108,88,"huihui1234321,jianixu,karaliu,tigercaoster,weifanzheng",135.7723611111111,40,5,0.0106035,4.48863636973214,0.5880174833265505
67,3442076,Antihype,2019-10-03 10:47:37,0.932894,80,"alexey12,brumberg",135.4497337962963,40,2,0.011661175,4.394449154672439,0.5859814769627153
68,3524343,Liushaolei,2019-09-30 12:47:23,0.932881,6,liushaolei,132.53290509259259,40,1,0.15548016666666667,1.9459101490553132,0.5858577943331361
69,3417244,[ods.ai] UserID is not available,2019-10-03 19:08:30,0.932864,154,"andrilko,l0glikelihood,subssss",135.79756944444443,40,3,0.006057558441558442,5.043425116919247,0.5856960555098415
70,3412504,Atanas Atanasov,2019-10-03 23:52:24,0.932547,46,atanasova,135.9947222222222,40,1,0.02027276086956522,3.8501476017100584,0.5826801021578057
71,3486234,Alberto Danese,2019-10-02 22:07:19,0.9324,66,albedan,134.92174768518518,40,1,0.014127272727272728,4.204692619390966,0.581281537038723
72,3607342,Shijian Mao,2019-10-03 14:48:43,0.932398,37,woshikafei,135.61716435185184,40,1,0.025199945945945944,3.6375861597263857,0.5812625089418642
73,3420268,Nooh,2019-10-03 10:06:41,0.932143,129,nuhsikander,135.42130787037038,40,1,0.007225914728682171,4.867534450455582,0.578836426592436
74,3464559,Kaz,2019-10-03 23:44:37,0.93214,76,kazanova,135.98931712962963,40,1,0.012265,4.343805421853684,0.5788078844471477
75,3440103,Thierry,2019-10-03 03:36:46,0.932069,53,ssthierry,135.1505324074074,40,1,0.017586207547169812,3.9889840465642745,0.5781323870086799
76,3419711,[ods.ai] No Fosters for Fraudsters,2019-10-03 21:59:54,0.931944,124,"blackitten13,dvorobiev,kirill702b,leensman500,mishanyap",135.9165972222222,40,5,0.007515677419354838,4.8283137373023015,0.5769431309550377
77,3483713,Kaz-U,2019-10-03 16:17:07,0.931688,170,novuskazai,135.67855324074074,40,1,0.005480517647058823,5.14166355650266,0.574507534557179
78,3417598,Dimitris Leventis,2019-10-03 17:58:17,0.931654,399,dimitrislev,135.74880787037037,40,1,0.002334972431077694,5.991464547107982,0.5741840569105886
79,3445511,hiroki2,2019-10-03 13:49:52,0.931421,102,hiroki2,135.5762962962963,40,1,0.00913157843137255,4.634728988229636,0.571967283626601
80,3585070,No Overfit,2019-10-02 11:35:26,0.931127,30,"chenxiaoyuaaa,masterkai,tbctheprocess",134.4829398148148,40,3,0.03103756666666667,3.4339872044851463,0.5691701533884355
81,3521021,Sandiago,2019-10-02 19:36:33,0.931113,148,sandiago21,134.81704861111112,40,1,0.006291304054054054,5.003946305945459,0.5690369567104269
82,3457964,MATH_KING,2019-10-03 11:31:58,0.931076,34,jacksonroad,135.4805324074074,40,1,0.02738458823529412,3.5553480614894135,0.5686849369185494
83,3561734,chlxyd,2019-09-30 07:39:27,0.930996,27,chlxyd,132.3190625,40,1,0.034481333333333336,3.332204510175204,0.5679238130442189
84,3599452,kevin zhang,2019-10-01 01:41:13,0.930977,21,"gwangjindong,kevinzhc,xuewang0920,zhanghongbo2019",133.07028935185184,40,4,0.0443322380952381,3.091042453358316,0.5677430461240655
85,3529974,SS 12,2019-10-02 14:45:28,0.930892,34,"cjgcjgcjg,iamsocool,irisyu0420,lilhxr,ssssyy",134.6149074074074,40,5,0.027379176470588237,3.5553480614894135,0.566934352007589
86,3441159,datadoll,2019-10-03 19:08:06,0.930818,127,"loraovdokina,nikkka",135.79729166666667,40,2,0.007329275590551181,4.852030263919617,0.5662303124238329
87,3610963,ReStartercc,2019-09-30 09:41:20,0.930807,16,lawrencegao,132.4037037037037,40,1,0.0581754375,2.833213344056216,0.5661256578911126
88,3685107,sherry-zhou,2019-10-03 09:54:13,0.930708,22,sherryzhou96,135.41265046296297,40,1,0.04230490909090909,3.1354942159291497,0.5651837670966277
89,3416508,monnu,2019-10-03 21:26:06,0.930573,75,fuumin621,135.893125,40,1,0.01240764,4.330733340286331,0.5638993705586945
90,3698384,中国科学技术大学_朱超超,2019-10-03 14:51:05,0.93048,9,ustczcc,135.61880787037038,40,1,0.10338666666666667,2.302585092994046,0.563014564054785
91,3554473,提着兔子去北京,2019-10-03 15:36:04,0.930468,214,xfhyfx,135.6500462962963,40,1,0.004347981308411215,5.3706380281276624,0.5629003954736352
92,3415832,e-mon,2019-10-03 23:58:25,0.930429,75,"eemonn,kento1993,toseihatori",135.99890046296295,40,3,0.012405719999999999,4.330733340286331,0.5625293475848989
93,3485764,TongLi,2019-10-03 23:39:31,0.930421,161,groundhog,135.98577546296298,40,1,0.005779012422360248,5.087596335232384,0.5624532351974668
94,3418312,Vladislav Bogorod,2019-10-03 23:35:46,0.93039,103,bogorodvo,135.9831712962963,40,1,0.009032912621359223,4.6443908991413725,0.5621582996961636
95,3439673,ykita,2019-10-03 21:20:17,0.930375,24,yujirokita,135.88908564814815,40,1,0.038765625,3.2188758248682006,0.5620155889697257
96,3698184,Pengkun,2019-10-03 04:48:10,0.930352,11,wangpengkun415,135.20011574074073,40,1,0.08457745454545454,2.4849066497880004,0.5617967658558556
97,3607643,gluten free lgbm,2019-10-03 22:52:13,0.930273,37,"brotye,eeeedev",135.95292824074073,40,2,0.025142513513513515,3.6375861597263857,0.5610451560299546
98,3599268,Vicens Gaitan,2019-10-03 09:08:15,0.930266,96,vicensgaitan,135.38072916666667,40,1,0.009690270833333334,4.574710978503383,0.5609785576909508
99,3569192,Troy,2019-10-03 23:56:07,0.930257,94,troyscribner,135.99730324074073,40,1,0.009896351063829788,4.553876891600541,0.5608929312550883
100,3558790,Emin ,2019-10-03 21:27:40,0.930223,74,meminozturk,135.89421296296297,40,1,0.012570581081081082,4.31748811353631,0.560569453608498
101,3434138,Josef Feigl,2019-09-29 15:40:40,0.93012,17,joseffeigl,131.65324074074073,39,1,0.05471294117647058,2.8903717578961645,0.5595895066202964
102,3412727,DMS.Korea,2019-10-03 23:53:14,0.930106,365,"jacobgreen4477,kdafke123141,ohnjee,qtumshift02",135.99530092592593,40,4,0.0025482356164383563,5.902633333401366,0.5594563099422889
103,3638342,zxcyuio,2019-09-29 23:55:12,0.930104,8,"ianpython,zhp0829",131.99666666666667,39,2,0.116263,2.1972245773362196,0.5594372818454312
104,3465391,shishanuvic,2019-10-03 19:59:14,0.930064,102,shishanuvic,135.83280092592594,40,1,0.009118274509803922,4.634728988229636,0.5590567199082654
105,3593465,jessky,2019-10-03 23:47:50,0.929971,179,jessky,135.99155092592594,40,1,0.005195368715083799,5.19295685089021,0.5581719134043558
106,3423086,yokotani,2019-10-03 12:48:46,0.929963,163,yokotani,135.53386574074074,40,1,0.005705294478527607,5.099866427824199,0.5580958010169227
107,3426927,sasakama,2019-10-02 01:27:00,0.929957,74,rterada,134.06041666666667,40,1,0.012566986486486487,4.31748811353631,0.5580387167263483
108,3559202,Keith_SZE,2019-10-03 23:08:00,0.929934,111,keithsz,135.9638888888889,40,1,0.008377783783783784,4.718498871295094,0.5578198936124783
109,3433095,Aham Fraudasmi,2019-10-03 18:16:30,0.929867,273,"chinta,sadz2201",135.76145833333334,40,2,0.003406106227106227,5.6131281063880705,0.5571824523677259
110,3423531,Evdilos_Ikaria,2019-10-03 11:31:36,0.929839,245,georgem,135.4802777777778,40,1,0.003795261224489796,5.5053315359323625,0.5569160590117099
111,3692304,funkyboy,2019-10-03 23:53:18,0.929812,39,"jesucristo,super13579",135.99534722222222,40,2,0.023841333333333332,3.6888794541139363,0.5566591797041233
112,3637491,bobocbf,2019-10-03 03:54:11,0.929786,26,bobocbf,135.1626273148148,40,1,0.035761,3.295836866004329,0.5564118144449661
113,3587568,a little bird,2019-10-03 12:08:47,0.929776,56,jiazhuang,135.50609953703704,40,1,0.016603142857142858,4.04305126783455,0.5563166739606752
114,3421659,Manuel Campos,2019-10-03 22:36:25,0.929752,274,coreacasa,135.9419560185185,40,1,0.003393255474452555,5.616771097666572,0.5560883367983758
115,3577682,wentixiaogege,2019-09-26 14:02:51,0.929676,18,wentixiaogege,128.5853125,39,1,0.05164866666666666,2.9444389791664403,0.5553652691177609
116,3454185,Overfit again?,2019-09-28 00:30:50,0.929667,197,"billshen,shenlz,sj626591833,xixuegui,zhoujun314",130.02141203703704,39,5,0.004719121827411168,5.288267030694535,0.5552796426818993
117,3601840,Atish,2019-10-03 18:30:01,0.929656,104,atishh,135.7708449074074,40,1,0.008939,4.653960350157523,0.555174988149179
118,3416830,HyunJung Song(Korea),2019-10-03 09:51:17,0.929651,62,hallohj,135.41061342592593,40,1,0.014994370967741935,4.143134726391533,0.555127417907033
119,3605909,KongliangYu,2019-10-02 22:54:56,0.929627,101,kongliangyu,134.95481481481482,40,1,0.009204227722772277,4.624972813284271,0.5548990807447336
120,3427609,vicohub,2019-09-25 02:55:14,0.929621,92,"hanxvn,henryvu,sonannguyenngoc,tretrausaigon,tuyen4994",127.12168981481481,39,5,0.010104576086956522,4.532599493153256,0.5548419964541592
121,3583963,[ods.ai] Speculators,2019-10-03 21:41:05,0.929597,250,"bolkonsky,kelexu,madiyar,nprokoptsev",135.9035300925926,40,4,0.003718388,5.5254529391317835,0.5546136592918598
122,3420564,Bernard Ong,2019-10-03 03:54:12,0.929588,345,banachan,135.1626388888889,40,1,0.0026944579710144927,5.846438775057724,0.5545280328559972
123,3567219,Deep Fish,2019-10-03 18:02:14,0.929533,68,"iggisv9t,vmarsel,yurkai",135.75155092592593,40,3,0.013669602941176471,4.23410650459726,0.5540047601923956
124,3441680,Boxuan Li,2019-10-03 16:23:19,0.929526,32,liboxuan,135.6828587962963,40,1,0.0290476875,3.4965075614664802,0.5539381618533908
125,3418421,Yutaka Sawai,2019-10-02 16:25:23,0.929517,70,ysawai,134.6842939814815,40,1,0.013278814285714285,4.2626798770413155,0.5538525354175293
126,3582910,jackyfan,2019-10-03 15:58:40,0.929507,39,jackyfan,135.66574074074074,40,1,0.02383351282051282,3.6888794541139363,0.5537573949332374
127,3457441,No Prize,2019-10-03 04:12:33,0.929497,145,"higepon,legend507,miki1201,ooyabuy,tamagoyaki",135.17538194444444,40,5,0.006410324137931035,4.983606621708336,0.5536622544489465
128,3441477,R MAT,2019-10-03 14:06:00,0.929491,71,rmat2014,135.5875,40,1,0.013091422535211268,4.276666119016055,0.5536051701583711
129,3412563,Alvaro,2019-10-03 23:54:36,0.92949,352,alvaromunoz,135.99625,40,1,0.002640596590909091,5.8664680569332965,0.5535956561099427
130,3651440,练习时长两年半的菜需捆,2019-10-01 12:13:30,0.929474,41,laqwei,133.509375,40,1,0.02267009756097561,3.7376696182833684,0.5534434313350765
131,3499870,tracer here,2019-09-29 22:51:02,0.92947,21,davidtnly,131.95210648148148,39,1,0.04426047619047619,3.091042453358316,0.5534053751413598
132,3543482,vinmuk,2019-10-03 08:48:45,0.929451,176,skuman,135.3671875,40,1,0.005280971590909091,5.176149732573829,0.5532246082212063
133,3465654,sssLarry,2019-09-26 09:31:05,0.929447,139,ssslarry,128.39658564814815,39,1,0.006686669064748202,4.941642422609304,0.5531865520274898
134,3486104,Piotr Picheta,2019-10-03 08:53:31,0.929436,67,ppicheta,135.37049768518517,40,1,0.013872179104477612,4.219507705176107,0.5530818974947694
135,3420120,Eric Nechayev,2019-10-03 23:22:11,0.929428,206,"ericnechayev,hichar,rmahesh28,sasharus28,sdoliver",135.97373842592592,40,5,0.004511786407766991,5.332718793265369,0.5530057851073363
136,3475623,Wazzuuuuup?,2019-10-03 10:56:21,0.929422,131,"antpersan,rodgomrod",135.4557986111111,40,2,0.007094824427480916,4.882801922586371,0.552948700816761
137,3449140,[cht.ai] Fraud Detection,2019-10-03 10:12:57,0.929411,175,"angusan,jenghung,leo10816",135.42565972222224,40,3,0.00531092,5.170483995038151,0.5528440462840406
138,3423605,Manraj SIngh,2019-09-19 10:11:39,0.929404,33,themonologue,121.42475694444444,38,1,0.028163757575757575,3.5263605246161616,0.5527774479450369
139,3582497,top overfit,2019-10-03 05:12:19,0.929365,101,account22,135.21688657407407,40,1,0.009201633663366337,4.624972813284271,0.5524064000563005
140,3593825,STL,2019-10-03 22:19:22,0.929351,137,shiutangli,135.93011574074075,40,1,0.0067835839416058395,4.927253685157205,0.552273203378293
141,3457602,Aleksei Solovev,2019-10-03 08:53:28,0.929319,128,alekseisolovev,135.37046296296296,40,1,0.0072603046875,4.859812404361672,0.5519687538285605
142,3688874,Boris,2019-10-03 21:27:03,0.929318,3,eligiblefor,135.89378472222222,40,1,0.30977266666666664,1.3862943611198906,0.5519592397801311
143,3419105,8面楚歌,2019-09-30 13:57:49,0.92931,87,freshmanhw,132.58181712962963,40,1,0.010681724137931035,4.477336814478207,0.5518831273926978
144,3577686,FlappyPig,2019-10-03 03:24:24,0.929293,59,flappypig,135.14194444444445,40,1,0.015750728813559323,4.0943445622221,0.5517213885694032
145,3548599,William Todo,2019-10-02 11:17:17,0.929285,18,todowilliam,134.47033564814814,40,1,0.05162694444444445,2.9444389791664403,0.5516452761819701
146,3486559,mrkmakr,2019-10-01 13:06:20,0.929283,242,mrkmakr,133.54606481481483,40,1,0.0038400123966942147,5.493061443340548,0.5516262480851113
147,3525289,ikeuchy,2019-10-03 11:48:27,0.929278,56,ikeuchy,135.49197916666665,40,1,0.01659425,4.04305126783455,0.5515786778429663
148,3536149,510,2019-09-30 07:51:59,0.929232,133,"clancey,muduxe",132.3277662037037,40,2,0.006986706766917293,4.897839799950911,0.5511410316152252
149,3576301,随便逛逛,2019-10-03 12:35:05,0.929231,78,whynottry,135.5243634259259,40,1,0.01191321794871795,4.3694478524670215,0.5511315175667969
150,3593333,appleyuchi,2019-10-03 00:21:46,0.929228,40,appleyuchi,135.01511574074075,40,1,0.0232307,3.713572066704308,0.5511029754215097
151,3415338,motacapla,2019-09-30 23:31:08,0.929207,33,tikedameu,132.9799537037037,40,1,0.02815778787878788,3.5263605246161616,0.5509031804044974
152,3481261,Khairul Islam,2019-10-03 13:53:50,0.929203,12,khairulislam,135.5790509259259,40,1,0.07743358333333333,2.5649493574615367,0.5508651242107808
153,3601098,Rom Uddamvathanak,2019-10-03 03:13:58,0.9292,34,"silvia24,vathanak,yfding",135.13469907407406,40,3,0.027329411764705883,3.5553480614894135,0.5508365820654937
154,3596137,Aindriú,2019-10-03 09:57:23,0.929186,75,andtem2000,135.41484953703704,40,1,0.012389146666666667,4.330733340286331,0.5507033853874851
155,3420460,Ambitious,2019-10-03 20:42:43,0.929181,12,ambitious,135.86299768518518,40,1,0.07743175000000001,2.5649493574615367,0.5506558151453402
156,3646498,hunter,2019-10-03 21:26:26,0.929178,37,"hunterkoba,nyk510",135.89335648148148,40,2,0.025112918918918918,3.6375861597263857,0.550627273000052
157,3422326,We should be training,2019-10-02 02:52:01,0.929169,189,"davidcairuz,gsoares1928",134.11945601851852,40,2,0.004916238095238095,5.247024072160486,0.5505416465641905
158,3521425,Joel Jancarik,2019-09-28 21:09:31,0.929166,72,janjoel,130.8816087962963,39,1,0.012905083333333334,4.290459441148391,0.5505131044189033
159,3454808,Abhigyan,2019-10-03 17:22:56,0.929164,61,abhigyanshivam,135.72425925925927,40,1,0.015232196721311476,4.127134385045092,0.5504940763220445
160,3491853,Amit Patidar,2019-10-03 20:00:08,0.929164,63,amitpatidar218,135.83342592592592,40,1,0.01474863492063492,4.1588830833596715,0.5504940763220445
161,3491926,AniruddhRawat,2019-10-03 19:12:11,0.929164,58,aniruddhrawat,135.8001273148148,40,1,0.01602006896551724,4.07753744390572,0.5504940763220445
162,3534601,T.K.,2019-10-03 11:10:55,0.929164,7,bee0tk,135.46591435185186,40,1,0.1327377142857143,2.0794415416798357,0.5504940763220445
163,3642319,menqi,2019-10-01 06:24:10,0.929148,23,menqing,133.26678240740742,40,1,0.04039773913043478,3.1780538303479458,0.5503418515471782
164,3650280,amayik,2019-10-03 08:08:11,0.929143,21,oniyama,135.3390162037037,40,1,0.04424490476190476,3.091042453358316,0.5502942813050332
